date,open,high,low,close,volume
2014-03-10,627.049988,633.679993,594.700012,612.969971,1648979
2014-03-11,612.969971,619.700012,599.919983,608.6900019999998,1520733
2014-03-12,608.6900019999998,640.789978,608.200012,619.429993,2022394
2014-03-13,619.429993,636.130005,616.0599980000002,625.039978,2168407
2014-03-14,625.039978,631.22998,610.6099849999998,614.030029,2514218
2014-03-15,614.030029,628.830017,609.179993,624.030029,2168732
2014-03-16,624.030029,627.280029,613.169983,619.1400150000002,2055390
2014-03-17,619.1400150000002,622.48999,602.73999,606.380005,2227123
2014-03-18,606.380005,611.719971,585.659973,598.929993,2234320
2014-03-19,598.929993,607.080017,590.1400150000002,594.960022,2164735
2014-03-20,594.960022,598.409973,560.349976,565.98999,2471474
2014-03-21,565.98999,587.419983,540.219971,549.599976,2173864
2014-03-22,549.599976,569.960022,537.159973,564.340027,2078360
2014-03-23,564.340027,564.320007,538.630005,551.159973,2286135
2014-03-24,551.159973,572.52002,531.27002,567.5599980000002,2024402
2014-03-25,567.5599980000002,569.659973,550.429993,562.8900150000002,2172190
2014-03-26,562.8900150000002,575.419983,546.26001,562.450012,2087611
2014-03-27,562.450012,567.75,460.450012,460.450012,2010894
2014-03-28,460.450012,514.950012,453.75,482.609985,2022261
2014-03-29,482.609985,494.279999,473.779999,477.109985,2087784
2014-03-30,477.109985,479.040009,424.029999,446.920013,1769770
2014-03-30,446.920013,473.429993,422.48999,444.660004,1850592
2014-03-31,444.660004,487.350006,438.029999,463.450012,1845836
2014-04-01,463.450012,480.269989,409.25,424.369995,2004152
2014-04-02,424.369995,448.73999,386.670013,436.30999800000006,1708540
2014-04-03,436.30999800000006,456.459991,415.51001,444.359985,1127311
2014-04-04,444.359985,461.170013,439.369995,456.630005,529964
2014-04-05,456.630005,472.380005,446.299988,455.690002,1644846
2014-04-06,455.690002,485.05999800000006,447.9800110000001,462.380005,1847982
2014-04-07,462.380005,480.690002,457.570007,466.55999800000006,1839605
2014-04-08,466.55999800000006,479.660004,451.070007,457.339996,1809262
2014-04-09,457.339996,463.450012,384.630005,384.630005,1547153
2014-04-10,384.630005,450.39999400000005,355.709991,435.14001500000006,2175242
2014-04-11,435.14001500000006,469.829987,428.019989,437.64999400000005,2293511
2014-04-12,437.64999400000005,454.14999400000005,409.850006,427.600006,2143146
2014-04-13,427.600006,497.829987,420.079987,478.380005,3546258
2014-04-14,478.380005,526.630005,466.429993,526.429993,3945871
2014-04-15,526.429993,549.049988,496.079987,536.950012,4192651
2014-04-16,536.950012,537.030029,486.89001500000006,502.0,4097576
2014-04-17,502.0,512.150024,472.0,485.519989,4112826
2014-04-18,485.519989,516.8900150000002,473.160004,506.019989,4154929
2014-04-19,506.019989,522.219971,488.690002,498.51001,3879198
2014-04-20,498.51001,524.669983,490.660004,495.160004,3688692
2014-04-21,495.160004,520.51001,483.39001500000006,487.910004,2824567
2014-04-22,487.910004,509.959991,482.25,487.299988,2340457
2014-04-23,487.299988,507.329987,477.220001,500.290009,2075376
2014-04-24,500.290009,502.48999,438.329987,464.48999,3000226
2014-04-25,464.48999,468.679993,448.570007,457.869995,3157540
2014-04-26,457.869995,461.39999400000005,437.39001500000006,443.179993,3154922
2014-04-27,443.179993,451.119995,420.779999,441.920013,2004954
2014-04-28,441.920013,453.779999,430.709991,446.119995,1670352
2014-04-29,446.119995,452.64001500000006,430.89001500000006,445.630005,1831533
2014-04-30,445.630005,464.48999,444.51001,460.130005,1915772
2014-05-01,460.130005,463.380005,442.0,453.670013,1532239
2014-05-02,453.670013,454.200012,429.089996,438.64999400000005,1143291
2014-05-03,438.64999400000005,446.609985,428.790009,436.049988,1470650
2014-05-04,436.049988,443.859985,426.369995,430.869995,1328247
2014-05-05,430.869995,434.950012,420.2300110000001,432.190002,1809731
2014-05-06,432.190002,458.779999,423.549988,446.549988,2209759
2014-05-07,446.549988,455.5,439.5,441.109985,1134338
2014-05-08,441.109985,455.779999,438.5,445.450012,1013830
2014-05-09,445.450012,459.459991,441.429993,451.89999400000005,210112
2014-05-10,451.89999400000005,455.39999400000005,429.019989,433.2300110000001,845213
2014-05-11,433.2300110000001,441.070007,430.190002,438.209991,610287
2014-05-12,438.209991,442.269989,432.73999,433.920013,1164049
2014-05-13,433.920013,444.279999,433.880005,442.630005,978031
2014-05-14,442.630005,450.029999,441.470001,448.100006,989003
2014-05-15,448.100006,455.14999400000005,441.859985,453.630005,799913
2014-05-16,453.630005,455.940002,452.2300110000001,452.790009,776390
2014-05-17,452.790009,454.0,449.040009,450.14001500000006,653912
2014-05-18,450.14001500000006,451.690002,441.200012,443.89999400000005,602742
2014-05-19,443.89999400000005,486.2300110000001,437.25,484.570007,883359
2014-05-20,484.570007,495.209991,481.7300110000001,488.839996,689104
2014-05-21,488.839996,519.25,485.549988,515.3599849999998,1589075
2014-05-22,515.3599849999998,540.880005,515.179993,518.090027,1457339
2014-05-23,518.090027,526.650024,510.420013,520.460022,1492790
2014-05-24,520.460022,575.1900019999998,520.530029,570.4400019999998,1037758
2014-05-25,570.4400019999998,586.409973,564.650024,582.01001,1712997
2014-05-26,582.01001,586.219971,555.280029,570.099976,1947436
2014-05-27,570.099976,581.8099980000002,562.5599980000002,570.840027,2054559
2014-05-28,570.840027,573.830017,557.700012,564.419983,2121556
2014-05-29,564.419983,613.26001,564.02002,612.349976,3688564
2014-05-30,612.349976,629.039978,604.72998,627.909973,2738340
2014-05-31,627.909973,674.97998,621.950012,649.789978,2322782
2014-06-01,649.789978,662.630005,625.460022,655.48999,2650871
2014-06-02,655.48999,676.469971,631.419983,669.429993,2883100
2014-06-03,669.429993,669.780029,602.099976,638.929993,3601867
2014-06-04,638.929993,665.3900150000002,635.590027,660.179993,1825395
2014-06-05,660.179993,663.840027,647.119995,650.409973,3978265
2014-06-06,650.409973,659.77002,641.02002,651.669983,1298892
2014-06-07,651.669983,658.880005,648.669983,651.049988,2167689
2014-06-08,651.049988,652.119995,639.080017,644.349976,2126014
2014-06-09,644.349976,661.4400019999998,641.679993,655.619995,2340867
2014-06-10,655.619995,663.039978,642.280029,642.950012,2491455
2014-06-11,642.950012,643.799988,591.119995,597.130005,2928622
2014-06-12,597.130005,619.1400150000002,594.869995,610.349976,4612164
2014-06-13,610.349976,613.77002,563.679993,583.419983,2985483
2014-06-14,583.419983,587.830017,560.849976,582.289978,2272289
2014-06-15,582.289978,606.1400150000002,580.450012,599.080017,2403694
2014-06-16,599.080017,608.429993,594.8599849999998,605.090027,1820590
2014-06-17,605.090027,614.400024,603.6099849999998,606.210022,2037434
2014-06-18,606.210022,612.580017,598.669983,600.169983,3433287
2014-06-19,600.169983,602.049988,587.099976,590.75,1312852
2014-06-20,590.75,599.210022,584.820007,597.039978,1373722
2014-06-21,597.039978,610.080017,591.98999,603.619995,1240859
2014-06-22,603.619995,604.650024,582.8599849999998,591.169983,1594834
2014-06-23,591.169983,595.650024,585.409973,588.77002,1840620
2014-06-24,588.77002,589.5599980000002,566.880005,568.450012,1797681
2014-06-25,568.450012,582.710022,565.849976,582.700012,2401035
2014-06-26,582.700012,603.9400019999998,580.1400150000002,602.22998,2015064
2014-06-27,602.22998,608.76001,593.969971,597.5599980000002,1778752
2014-06-28,597.5599980000002,604.280029,593.1900019999998,601.0599980000002,1736172
2014-06-29,601.0599980000002,637.280029,596.549988,635.1400150000002,2394861
2014-06-30,635.1400150000002,652.539978,634.090027,643.1900019999998,2675353
2014-07-01,643.1900019999998,652.099976,604.580017,645.719971,3099761
2014-07-02,645.719971,646.400024,633.580017,638.030029,2580980
2014-07-03,638.030029,642.219971,623.039978,623.960022,2291612
2014-07-04,623.960022,627.799988,619.6900019999998,622.960022,2034965
2014-07-05,622.960022,629.4400019999998,622.650024,626.650024,1698242
2014-07-06,626.650024,627.929993,607.320007,613.599976,1590944
2014-07-07,613.599976,619.650024,609.349976,615.320007,2004899
2014-07-08,615.320007,623.820007,610.530029,623.0,1920482
2014-07-09,623.0,624.950012,611.659973,618.3900150000002,2253171
2014-07-10,618.3900150000002,633.619995,616.1099849999998,632.900024,1969199
2014-07-11,632.900024,638.590027,625.900024,635.900024,2179286
2014-07-12,635.900024,638.6400150000002,627.539978,628.030029,1082830
2014-07-13,628.030029,628.98999,616.0599980000002,618.320007,1601572
2014-07-14,618.320007,624.419983,617.299988,619.599976,2310446
2014-07-15,619.599976,622.3599849999998,614.150024,614.799988,1873008
2014-07-16,614.799988,632.549988,610.01001,626.580017,1833775
2014-07-17,626.580017,630.150024,617.919983,627.469971,2109225
2014-07-18,627.469971,634.1400150000002,625.1400150000002,627.039978,2505181
2014-07-19,627.039978,627.929993,619.960022,620.97998,1442853
2014-07-20,620.97998,625.929993,615.02002,625.130005,1596614
2014-07-21,625.130005,628.8099980000002,620.0,622.530029,2068876
2014-07-22,622.530029,624.98999,621.0,621.6900019999998,1372935
2014-07-23,621.6900019999998,621.960022,599.380005,601.869995,2896094
2014-07-24,601.869995,609.0599980000002,597.400024,600.5,3592179
2014-07-25,600.5,602.97998,593.25,596.0,2095634
2014-07-26,596.0,601.48999,593.6900019999998,595.030029,2118021
2014-07-27,595.030029,597.48999,578.1400150000002,587.929993,1391966
2014-07-28,587.929993,591.280029,579.530029,585.77002,3962906
2014-07-29,585.77002,586.130005,564.179993,564.6400150000002,2397473
2014-07-30,564.6400150000002,593.72998,564.01001,589.52002,2057947
2014-07-31,589.52002,603.98999,586.429993,598.780029,5356663
2014-08-01,598.780029,598.909973,587.419983,591.719971,1278807
2014-08-02,591.719971,592.0599980000002,580.619995,588.9400019999998,752201
2014-08-03,588.9400019999998,595.090027,586.48999,592.77002,2047890
2014-08-04,592.77002,594.25,585.4400019999998,588.76001,2429310
2014-08-05,588.76001,593.789978,587.200012,589.77002,1785940
2014-08-06,589.77002,595.080017,587.919983,592.799988,1485017
2014-08-07,592.799988,608.200012,592.080017,595.849976,1873039
2014-08-08,595.849976,595.5599980000002,587.409973,589.52002,843722
2014-08-09,589.52002,596.6400150000002,588.0599980000002,592.0599980000002,796584
2014-08-10,592.0599980000002,593.619995,571.719971,575.8900150000002,1512262
2014-08-11,575.8900150000002,578.289978,561.97998,567.659973,1894843
2014-08-12,567.659973,573.51001,523.150024,542.099976,2659458
2014-08-13,542.099976,544.9400019999998,495.940002,504.799988,5608470
2014-08-14,504.799988,515.23999,483.209991,496.450012,2407799
2014-08-15,496.450012,524.25,483.23999,522.01001,1956441
2014-08-16,522.01001,524.710022,478.220001,485.5,1584568
2014-08-17,485.5,493.26001,449.950012,462.179993,2991012
2014-08-18,462.179993,487.049988,455.799988,485.119995,2458098
2014-08-19,485.119995,521.840027,468.51001,516.780029,2965577
2014-08-20,516.780029,537.169983,511.359985,517.9400019999998,2974478
2014-08-21,517.9400019999998,524.4400019999998,500.570007,516.099976,3116862
2014-08-22,516.099976,516.820007,493.9800110000001,497.679993,1596652
2014-08-23,497.679993,514.820007,496.80999800000006,509.709991,1294320
2014-08-24,509.709991,511.329987,499.709991,502.929993,1409621
2014-08-25,502.929993,516.039978,501.80999800000006,512.5599980000002,1831000
2014-08-26,512.5599980000002,527.369995,512.659973,515.22998,1982424
2014-08-27,515.22998,521.590027,503.339996,510.75,2307082
2014-08-28,510.75,515.179993,506.690002,512.5599980000002,1876846
2014-08-29,512.5599980000002,512.909973,503.119995,505.959991,1337420
2014-08-30,505.959991,508.339996,478.30999800000006,481.779999,2982601
2014-08-31,481.779999,487.470001,471.779999,477.190002,3261178
2014-09-01,477.190002,486.98999,470.540009,478.940002,3291738
2014-09-02,478.940002,487.290009,476.820007,480.040009,3018772
2014-09-03,480.040009,498.470001,476.26001,490.98999,4345165
2014-09-04,490.98999,495.019989,483.070007,483.64999400000005,3013185
2014-09-05,483.64999400000005,491.380005,480.790009,484.470001,1883095
2014-09-06,484.470001,490.720001,478.48999,485.75,1755360
2014-09-07,485.75,487.019989,469.5,475.690002,3948928
2014-09-08,475.690002,478.600006,467.519989,474.89999400000005,3529051
2014-09-09,474.89999400000005,491.040009,471.570007,479.700012,4058785
2014-09-10,479.700012,488.920013,474.570007,478.48999,3086920
2014-09-11,478.48999,479.709991,471.14001500000006,477.7300110000001,2514548
2014-09-12,477.7300110000001,480.64001500000006,474.64001500000006,478.170013,2569793
2014-09-13,478.170013,480.329987,471.959991,477.73999,2031789
2014-09-14,477.73999,479.279999,473.700012,477.709991,2753462
2014-09-15,477.709991,478.80999800000006,463.950012,466.75,3139554
2014-09-16,466.75,469.39001500000006,458.269989,461.089996,3522262
2014-09-17,461.089996,462.26001,408.769989,424.26001,3946908
2014-09-18,424.26001,429.170013,386.100006,397.670013,6062707
2014-09-19,397.670013,427.690002,387.5,411.529999,5919676
2014-09-20,411.529999,415.070007,394.519989,401.619995,4229727
2014-09-21,401.619995,410.75,398.600006,404.089996,5531782
2014-09-22,404.089996,445.51001,394.75,436.859985,7490861
2014-09-23,436.859985,439.190002,422.100006,423.769989,9217984
2014-09-24,423.769989,427.549988,409.559998,412.290009,6143388
2014-09-25,412.290009,416.420013,399.700012,404.459991,4966479
2014-09-26,404.459991,407.070007,394.690002,399.019989,3950428
2014-09-27,399.019989,402.269989,374.119995,379.079987,5453338
2014-09-28,379.079987,389.26001,372.630005,376.769989,7924759
2014-09-29,376.769989,395.179993,374.730011,388.170013,6520432
2014-09-30,388.170013,395.130005,381.109985,382.839996,6892843
2014-10-01,382.839996,385.589996,371.200012,375.140015,5471103
2014-10-02,375.140015,378.220001,362.809998,363.450012,6278574
2014-10-03,363.450012,369.880005,327.100006,335.320007,8050734
2014-10-04,335.320007,344.25,294.920013,322.859985,9512572
2014-10-05,322.859985,347.940002,303.049988,331.549988,13642089
2014-10-06,331.549988,345.51001,321.73999,331.649994,10076018
2014-10-07,331.649994,351.640015,325.429993,350.869995,7413499
2014-10-08,350.869995,384.609985,347.570007,360.910004,13020038
2014-10-09,360.910004,378.130005,353.320007,361.709991,10394856
2014-10-10,361.709991,370.149994,350.48999,361.220001,5049013
2014-10-11,361.220001,374.570007,352.25,373.170013,4077867
2014-10-12,373.170013,391.220001,366.040009,387.320007,8935310
2014-10-13,387.320007,407.73999,385.720001,397.100006,11549913
2014-10-14,397.100006,397.869995,388.230011,393.170013,8867207
2014-10-15,393.170013,398.839996,371.559998,379.769989,7999668
2014-10-16,379.769989,384.76001,372.420013,380.480011,6324477
2014-10-17,380.480011,395.709991,373.579987,390.880005,3657801
2014-10-18,390.880005,394.48999,383.920013,387.279999,2088508
2014-10-19,387.279999,387.769989,378.420013,380.390015,4075710
2014-10-20,380.390015,388.23999,377.420013,382.350006,3745779
2014-10-21,382.350006,383.690002,376.970001,378.929993,4064736
2014-10-22,378.929993,381.079987,353.480011,355.7799990000001,6999640
2014-10-23,355.7799990000001,360.869995,351.410004,355.100006,7185001
2014-10-24,355.100006,356.570007,341.5299990000001,346.720001,4929757
2014-10-25,346.720001,356.799988,344.190002,348.670013,4076756
2014-10-27,348.670013,356.350006,344.929993,350.089996,3777108
2014-10-28,350.089996,355.720001,348.269989,351.059998,3372185
2014-10-29,351.059998,352.829987,334.720001,335.119995,4259966
2014-10-30,335.119995,350.380005,333.440002,344.859985,5522262
2014-10-31,344.859985,347.970001,336.079987,337.869995,4814121
2014-11-01,337.869995,339.0,320.73999,325.429993,4540440
2014-11-02,325.429993,329.76001,319.809998,322.549988,3878749
2014-11-03,322.549988,332.850006,321.670013,324.23999,4435458
2014-11-04,324.23999,328.75,320.109985,327.959991,4955240
2014-11-05,327.959991,341.980011,326.519989,338.01001,5342189
2014-11-06,338.01001,351.140015,335.73999,347.670013,5388972
2014-11-07,347.670013,351.609985,340.179993,341.869995,5215262
2014-11-08,341.869995,346.290009,339.799988,343.540009,2834855
2014-11-09,343.540009,362.209991,341.7799990000001,362.040009,4466556
2014-11-10,362.040009,374.670013,356.600006,367.149994,8387025
2014-11-11,367.149994,370.98999,361.869995,365.420013,5817809
2014-11-12,365.420013,442.7300110000001,365.809998,432.029999,15737081
2014-11-13,432.029999,480.450012,390.880005,428.720001,25304725
2014-11-14,428.720001,430.179993,381.98999,396.529999,14250930
2014-11-15,396.529999,407.320007,367.970001,374.859985,5185270
2014-11-16,374.859985,390.359985,370.540009,385.609985,5497204
2014-11-17,385.609985,412.329987,378.320007,384.690002,10942934
2014-11-18,384.690002,394.940002,371.950012,379.160004,10404772
2014-11-19,379.160004,389.290009,374.26001,381.429993,7592152
2014-11-20,381.429993,383.029999,355.109985,357.299988,8084810
2014-11-21,357.299988,358.730011,343.799988,351.769989,8291129
2014-11-22,351.769989,364.209991,350.51001,352.01001,4632290
2014-11-23,352.01001,370.589996,352.640015,365.850006,4504560
2014-11-24,365.850006,388.720001,361.920013,378.850006,9244691
2014-11-25,378.850006,395.730011,370.640015,376.429993,17405251
2014-11-26,376.429993,378.269989,363.98999,365.350006,8916241
2014-11-27,365.350006,374.429993,364.809998,368.829987,5144146
2014-11-28,368.829987,383.25,358.369995,377.589996,16118258
2014-11-29,377.589996,389.299988,372.209991,376.279999,31983637
2014-11-30,376.279999,381.059998,372.570007,374.929993,4269105
2014-12-01,374.929993,383.579987,373.019989,378.609985,7481865
2014-12-02,378.609985,384.869995,375.369995,380.640015,9664274
2014-12-03,380.640015,384.670013,373.640015,376.959991,8950322
2014-12-04,376.959991,380.429993,366.23999,369.839996,9521316
2014-12-05,369.839996,379.700012,366.390015,377.630005,11251853
2014-12-06,377.630005,380.329987,372.040009,376.26001,4181319
2014-12-07,376.26001,377.880005,372.459991,376.470001,3334332
2014-12-08,376.470001,377.359985,364.600006,364.950012,8506201
2014-12-09,364.950012,365.350006,343.820007,352.190002,15529628
2014-12-10,352.190002,354.070007,345.089996,347.940002,9535221
2014-12-11,347.940002,367.130005,337.799988,347.679993,18063629
2014-12-12,347.679993,356.429993,346.0,353.399994,9490205
2014-12-13,353.399994,353.100006,343.809998,348.23999,6837218
2014-12-14,348.23999,351.589996,344.609985,349.350006,4328238
2014-12-15,349.350006,351.220001,343.559998,345.369995,7746836
2014-12-16,345.369995,346.450012,328.880005,330.220001,13001054
2014-12-17,330.220001,335.670013,314.309998,320.019989,19834674
2014-12-18,320.019989,325.619995,303.399994,310.339996,18932813
2014-12-19,310.339996,320.23999,306.359985,317.7799990000001,13119110
2014-12-20,317.7799990000001,332.619995,316.049988,330.350006,9768954
2014-12-21,330.350006,332.0299990000001,320.130005,322.630005,6746131
2014-12-22,322.630005,335.26001,319.890015,330.839996,11694687
2014-12-23,330.839996,339.320007,328.0,335.25,8057502
2014-12-24,335.25,336.2799990000001,320.649994,322.399994,7112691
2014-12-25,322.399994,323.380005,316.299988,318.98999,4926116
2014-12-26,318.98999,332.880005,316.359985,329.980011,7518851
2014-12-27,329.980011,330.700012,311.980011,315.339996,6940336
2014-12-28,315.339996,322.839996,310.5,316.5299990000001,6482718
2014-12-29,316.5299990000001,321.609985,308.2799990000001,314.119995,6457547
2014-12-30,314.119995,316.179993,309.25,311.269989,7163083
2014-12-31,311.269989,319.089996,308.890015,318.23999,6472822
2015-01-01,318.23999,321.359985,313.540009,314.890015,4073067
2015-01-02,314.890015,316.399994,313.079987,315.209991,4673971
2015-01-03,315.209991,315.829987,284.890015,287.130005,14209564
2015-01-04,287.130005,289.940002,255.869995,264.720001,24255392
2015-01-05,264.720001,278.320007,262.890015,274.839996,14995382
2015-01-06,274.839996,285.109985,271.519989,282.269989,6097640
2015-01-07,282.269989,296.059998,280.73999,291.339996,8827164
2015-01-08,291.339996,292.709991,278.98999,282.690002,5796312
2015-01-09,282.690002,290.589996,277.27999900000003,287.970001,5963203
2015-01-10,287.970001,289.25,271.980011,273.350006,4147357
2015-01-11,273.350006,278.01001,263.76001,264.769989,4122751
2015-01-12,264.769989,273.079987,263.299988,269.329987,6899315
2015-01-13,269.329987,269.100006,217.100006,221.289993,22745960
2015-01-14,221.289993,230.860001,157.28999299999995,164.919998,32911586
2015-01-15,164.919998,231.25999500000003,164.550003,209.77999900000003,25672423
2015-01-16,209.77999900000003,222.630005,198.720001,206.919998,13208882
2015-01-17,206.919998,212.589996,191.710007,199.649994,8685194
2015-01-18,199.649994,220.729996,192.509995,210.619995,8429486
2015-01-19,210.619995,219.479996,205.470001,215.869995,6744459
2015-01-20,215.869995,216.570007,203.419998,210.550003,7926400
2015-01-21,210.550003,229.320007,207.110001,228.169998,9390361
2015-01-22,228.169998,238.77999900000003,225.570007,232.699997,12508308
2015-01-23,232.699997,236.970001,224.839996,232.169998,8855407
2015-01-24,232.169998,248.880005,229.580002,248.160004,8011743
2015-01-25,248.160004,256.429993,241.360001,252.089996,12509649
2015-01-26,252.089996,310.910004,251.5,269.179993,29806496
2015-01-27,269.179993,276.899994,247.25999500000003,263.269989,13130803
2015-01-28,263.269989,267.660004,228.059998,236.169998,15880595
2015-01-29,236.169998,241.50999500000003,220.360001,233.990005,12723448
2015-01-30,233.990005,244.830002,227.190002,231.839996,11316575
2015-01-31,231.839996,235.360001,216.460007,218.50999500000003,9645307
2015-02-01,218.50999500000003,231.440002,209.710007,225.289993,9058010
2015-02-02,225.289993,242.50999500000003,220.52999900000003,238.860001,8965813
2015-02-03,238.860001,247.479996,223.910004,227.410004,15000263
2015-02-04,227.410004,230.710007,220.229996,226.580002,12495299
2015-02-05,226.580002,229.850006,214.350006,216.520004,9055713
2015-02-06,216.520004,226.160004,215.649994,222.960007,11628519
2015-02-07,222.960007,231.0,222.380005,227.679993,9046632
2015-02-08,227.679993,230.229996,219.5,223.669998,6564922
2015-02-09,223.669998,225.0,215.660004,220.339996,20192733
2015-02-10,220.339996,222.190002,214.440002,219.669998,18877297
2015-02-11,219.669998,223.52999900000003,217.27999900000003,218.830002,15909377
2015-02-12,218.830002,223.0,217.300003,221.789993,11084499
2015-02-13,221.789993,241.580002,220.619995,236.169998,26243104
2015-02-14,236.169998,261.25,235.380005,258.640015,33313626
2015-02-15,258.640015,264.570007,226.559998,233.270004,43921119
2015-02-16,233.270004,240.02999900000003,228.00999500000003,235.830002,27187677
2015-02-17,235.830002,247.169998,232.02999900000003,243.199997,27926884
2015-02-18,243.199997,245.50999500000003,231.699997,235.199997,23813015
2015-02-19,235.199997,244.110001,234.869995,241.919998,15852470
2015-02-20,241.919998,247.75999500000003,238.830002,244.520004,20434846
2015-02-21,244.520004,247.320007,242.649994,244.410004,10570761
2015-02-22,244.410004,246.539993,232.720001,235.729996,18107359
2015-02-23,235.729996,240.059998,231.330002,238.820007,14856549
2015-02-24,238.820007,240.25,235.5,238.889999,10787951
2015-02-25,238.889999,239.639999,234.589996,237.330002,9092357
2015-02-26,237.330002,238.169998,233.5,236.52999900000003,12064967
2015-02-27,236.52999900000003,258.720001,235.699997,253.470001,42282820
2015-02-28,253.470001,255.399994,248.729996,254.059998,9999594
2015-03-01,254.059998,260.649994,244.770004,257.940002,12964061
2015-03-02,257.940002,274.799988,256.149994,273.75,21562624
2015-03-03,273.75,287.059998,266.119995,280.649994,45650597
2015-03-04,280.649994,284.470001,265.910004,271.920013,38656923
2015-03-05,271.920013,280.839996,262.809998,275.230011,33599454
2015-03-06,275.230011,277.98999,269.019989,272.559998,27014943
2015-03-07,272.559998,278.25,269.410004,274.910004,16708000
2015-03-08,274.910004,278.77999900000003,271.309998,274.48999,13902830
2015-03-09,274.48999,293.26001,273.790009,290.019989,43259194
2015-03-10,290.019989,300.959991,288.119995,291.369995,46657647
2015-03-11,291.369995,297.660004,288.880005,295.600006,23542829
2015-03-12,295.600006,296.980011,290.829987,293.850006,31607747
2015-03-13,293.850006,294.920013,286.079987,287.209991,28288614
2015-03-14,287.209991,288.399994,279.299988,281.600006,21495879
2015-03-15,281.600006,286.390015,280.369995,284.880005,11238833
2015-03-16,284.880005,294.01001,284.769989,290.410004,19355605
2015-03-17,290.410004,292.459991,283.25,285.380005,18775700
2015-03-18,285.380005,285.649994,248.190002,255.919998,55391241
2015-03-19,255.919998,264.799988,247.0,260.929993,46525086
2015-03-20,260.929993,264.709991,257.850006,261.77999900000003,13853175
2015-03-21,261.77999900000003,263.26001,254.020004,259.709991,13413360
2015-03-22,259.709991,270.420013,259.0,268.570007,14980752
2015-03-23,268.570007,271.01001,259.380005,265.459991,21749937
2015-03-24,265.459991,267.019989,242.669998,246.720001,38033136
2015-03-25,246.720001,249.210007,234.839996,246.369995,32092197
2015-03-26,246.369995,254.690002,243.520004,248.020004,22412560
2015-03-27,248.020004,250.050003,244.470001,247.210007,15543779
2015-03-28,247.210007,254.25,246.27999900000003,252.020004,13890988
2015-03-29,252.020004,252.809998,238.929993,242.080002,18971340
2015-03-29,242.080002,248.830002,236.550003,246.789993,20963830
2015-03-30,246.789993,248.699997,241.179993,244.149994,18515676
2015-03-31,244.149994,247.669998,239.570007,246.240005,16412525
2015-04-01,246.240005,254.850006,244.25,252.600006,20354036
2015-04-02,252.600006,256.52999900000003,251.25999500000003,254.479996,18264452
2015-04-03,254.479996,255.240005,250.309998,252.889999,7805160
2015-04-04,252.889999,260.26001,250.600006,259.640015,11277271
2015-04-05,259.640015,261.450012,252.320007,254.970001,11857398
2015-04-06,254.970001,255.600006,250.149994,252.970001,11401051
2015-04-07,252.970001,254.25999500000003,242.570007,244.570007,25401433
2015-04-08,244.570007,246.220001,237.619995,243.320007,16846896
2015-04-09,243.320007,244.110001,231.300003,234.729996,23728422
2015-04-10,234.729996,240.0,233.119995,236.479996,12319489
2015-04-11,236.479996,237.520004,232.270004,235.850006,7814533
2015-04-12,235.850006,236.75,220.360001,223.589996,23982950
2015-04-13,223.589996,224.720001,214.270004,217.990005,25315606
2015-04-14,217.990005,223.559998,217.149994,222.970001,17099352
2015-04-15,222.970001,229.52999900000003,222.869995,227.979996,19315044
2015-04-16,227.979996,229.27999900000003,220.559998,222.589996,15015559
2015-04-17,222.589996,224.470001,220.570007,223.350006,8152434
2015-04-18,223.350006,226.940002,221.960007,223.020004,7984589
2015-04-19,223.020004,226.720001,221.580002,224.240005,10082693
2015-04-20,224.240005,235.270004,223.289993,233.729996,15658818
2015-04-21,233.729996,238.399994,231.800003,233.77999900000003,18280060
2015-04-22,233.77999900000003,236.119995,232.580002,235.399994,9982620
2015-04-23,235.399994,236.550003,229.059998,231.089996,16221169
2015-04-24,231.089996,232.289993,223.050003,226.139999,10015666
2015-04-25,226.139999,226.720001,214.139999,218.699997,22088733
2015-04-26,218.699997,242.649994,216.600006,228.960007,27696437
2015-04-27,228.960007,229.869995,222.02999900000003,225.809998,14896418
2015-04-28,225.809998,227.240005,222.25,225.419998,13743340
2015-04-29,225.419998,240.00999500000003,224.679993,235.770004,26242196
2015-04-30,235.770004,239.419998,232.380005,233.210007,14178420
2015-05-01,233.210007,236.380005,231.729996,235.339996,8703582
2015-05-02,235.339996,243.580002,233.800003,239.990005,13389153
2015-05-03,239.990005,243.199997,237.449997,238.970001,16599243
2015-05-04,238.970001,239.610001,231.77999900000003,235.820007,18333196
2015-05-05,235.820007,237.149994,228.240005,230.02999900000003,24127653
2015-05-06,230.02999900000003,240.25,228.330002,237.729996,21315971
2015-05-07,237.729996,247.00999500000003,235.770004,243.740005,21226000
2015-05-08,243.740005,247.869995,238.520004,241.399994,15281109
2015-05-09,241.399994,244.820007,238.229996,239.960007,10634289
2015-05-10,239.960007,243.949997,238.860001,241.809998,13819530
2015-05-11,241.809998,243.0,239.179993,241.580002,9712214
2015-05-12,241.580002,243.910004,234.070007,236.380005,20329395
2015-05-13,236.380005,239.169998,232.360001,236.899994,16833656
2015-05-14,236.899994,238.830002,235.52999900000003,237.199997,10932777
2015-05-15,237.199997,237.77999900000003,234.570007,236.229996,6415070
2015-05-16,236.229996,237.770004,235.350006,236.300003,6738302
2015-05-17,236.300003,237.100006,231.460007,232.639999,12516261
2015-05-18,232.639999,234.5,231.270004,232.020004,9550029
2015-05-19,232.020004,235.169998,231.470001,233.960007,11626735
